,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME
1297855,38.77,-90.22,38.82,-90.12,195001,3,1100,195001,3,1100
1298005,38.82,-90.1,38.83,-90.03,195001,3,1110,195001,3,1110
1298006,39.1,-89.3,39.12,-89.23,195001,3,1155,195001,3,1155
1297935,40.88,-84.58,,,195001,3,1600,195001,3,1600
1297949,34.4,-94.37,,,195001,13,525,195001,13,525
1297942,37.6,-90.68,37.63,-90.65,195001,25,1930,195001,25,1930
1298007,41.17,-87.33,,,195001,25,2100,195001,25,2100
1297809,26.88,-98.12,26.88,-98.05,195001,26,1800,195001,26,1800
1297946,29.42,-95.25,29.52,-95.13,195002,11,1310,195002,11,1310
1297810,29.67,-95.05,29.83,-95.0,195002,11,1350,195002,11,1350
1297811,32.35,-95.2,32.42,-95.2,195002,11,2100,195002,11,2100
1297812,32.98,-94.63,33.0,-94.7,195002,11,2355,195002,11,2355
1297813,33.33,-94.42,33.45,-94.42,195002,12,30,195002,12,30
1297814,32.08,-98.35,32.1,-98.33,195002,12,115,195002,12,115
1297815,31.52,-96.55,31.57,-96.55,195002,12,610,195002,12,610
1297816,31.8,-94.2,31.88,-94.12,195002,12,1157,195002,12,1157
1297817,31.8,-94.2,31.8,-94.18,195002,12,1200,195002,12,1200
1297843,34.6,-89.12,,,195002,12,1200,195002,12,1200
1297844,34.6,-89.12,,,195002,12,1200,195002,12,1200
1297865,34.48,-92.4,,,195002,12,1230,195002,12,1230
1297906,31.97,-94.0,32.35,-93.77,195002,12,1300,195002,12,1300
1297907,32.2,-93.58,32.8,-93.23,195002,12,1320,195002,12,1320
1297908,31.63,-93.65,31.83,-93.47,195002,12,1400,195002,12,1400
1297909,32.35,-93.77,32.47,-93.7,195002,12,1400,195002,12,1400
1297910,32.47,-93.7,32.85,-93.43,195002,12,1420,195002,12,1420
1297950,32.8,-93.23,32.97,-93.17,195002,12,1420,195002,12,1420
1297911,31.83,-93.47,32.0,-93.27,195002,12,1430,195002,12,1430
1297866,33.27,-92.95,33.35,-92.95,195002,12,1500,195002,12,1500
1297912,32.0,-93.27,32.18,-93.2,195002,12,1500,195002,12,1500
1297913,32.85,-93.43,33.0,-93.3,195002,12,1500,195002,12,1500
1297914,32.18,-93.2,32.55,-93.03,195002,12,1520,195002,12,1520
1297915,32.6,-91.33,,,195002,12,2300,195002,12,2300
1297997,35.35,-89.77,,,195002,13,100,195002,13,100
1297998,35.75,-89.48,,,195002,13,200,195002,13,200
1297822,35.55,-97.6,,,195002,27,1020,195002,27,1020
1297845,32.5,-88.85,,,195003,1,230,195003,1,230
1297869,29.65,-81.22,,,195003,16,915,195003,16,915
1297916,30.45,-93.45,,,195003,19,730,195003,19,730
1297917,29.7,-90.1,29.67,-89.8,195003,19,1315,195003,19,1315
1297918,30.1,-91.0,,,195003,19,1315,195003,19,1315
1297867,34.12,-93.07,34.17,-93.03,195003,26,1930,195003,26,1930
1297885,34.17,-93.03,34.32,-92.88,195003,26,1930,195003,26,1930
1297877,36.15,-91.83,36.2,-91.75,195003,26,1931,195003,26,1931
1297878,34.7,-92.35,34.8,-92.22,195003,26,2030,195003,26,2030
1297879,34.98,-91.73,35.08,-91.5,195003,26,2115,195003,26,2115
1297880,35.1,-91.4,35.15,-91.33,195003,26,2330,195003,26,2330
1297823,34.85,-95.75,,,195003,27,300,195003,27,300
1297846,33.17,-90.55,,,195003,27,500,195003,27,500
1297979,32.63,-91.28,32.73,-91.05,195003,27,600,195003,27,600
1297847,33.13,-89.57,33.25,-89.42,195003,27,730,195003,27,730
1297848,32.28,-90.27,32.3,-90.12,195003,27,745,195003,27,745
1297849,32.28,-90.27,32.3,-90.17,195003,27,745,195003,27,745
1297850,32.3,-90.12,32.98,-89.82,195003,27,800,195003,27,800
1297851,32.3,-90.17,32.48,-89.78,195003,27,805,195003,27,805
1297980,30.92,-91.13,,,195003,27,830,195003,27,830
1297852,33.67,-88.78,33.72,-88.73,195003,27,845,195003,27,845
1297853,34.73,-88.27,,,195003,27,1100,195003,27,1100
1297999,35.68,-85.77,,,195003,27,1500,195003,27,1500
1298008,40.57,-88.6,40.6,-88.55,195003,27,1630,195003,27,1630
1297886,35.75,-91.22,,,195004,2,1530,195004,2,1530
1297824,35.82,-97.02,,,195004,2,1800,195004,2,1800
1297874,35.98,-89.92,,,195004,2,1800,195004,2,1800
1297825,36.13,-95.83,,,195004,3,1615,195004,3,1615
1297948,30.67,-88.2,30.85,-88.1,195004,18,130,195004,18,130
1297883,30.7,-87.92,,,195004,18,145,195004,18,145
1297981,30.1,-90.03,,,195004,24,745,195004,24,745
1297900,33.07,-80.0,,,195004,27,1600,195004,27,1600
1297826,34.88,-99.28,35.0,-99.2,195004,28,1417,195004,28,1417
1297827,35.0,-99.2,35.12,-99.2,195004,28,1435,195004,28,1435
1297792,35.12,-99.2,35.17,-99.2,195004,28,1445,195004,28,1445
1297919,38.12,-95.85,38.35,-95.63,195004,28,1700,195004,28,1700
1297818,32.42,-99.5,32.42,-99.48,195004,28,1800,195004,28,1800
1297828,35.08,-96.4,35.13,-96.35,195004,28,1905,195004,28,1905
1297829,34.55,-96.2,,,195004,28,1930,195004,28,1930
1297854,31.27,-89.83,31.38,-89.7,195004,29,1200,195004,29,1200
1297793,31.9,-98.6,31.73,-98.6,195004,29,1530,195004,29,1530
1297982,31.7,-93.3,,,195005,1,100,195005,1,100
1297862,31.73,-91.07,,,195005,1,500,195005,1,500
1297863,31.55,-91.38,,,195005,1,900,195005,1,900
1297983,31.95,-92.63,32.05,-92.4,195005,1,1030,195005,1,1030
1297984,31.55,-92.9,31.57,-92.85,195005,1,1125,195005,1,1125
1297985,31.75,-92.25,,,195005,1,1130,195005,1,1130
1297986,31.38,-91.73,,,195005,1,1130,195005,1,1130
1297987,31.67,-92.9,31.72,-92.83,195005,2,200,195005,2,200
1297988,31.72,-92.83,32.0,-92.5,195005,2,200,195005,2,200
1297989,31.55,-91.97,,,195005,2,300,195005,2,300
1297920,38.68,-99.32,,,195005,4,2000,195005,4,2000
1297819,36.4,-100.8,36.42,-100.77,195005,4,2030,195005,4,2030
1297926,40.95,-95.73,,,195005,4,2100,195005,4,2100
1297830,35.58,-99.17,,,195005,4,2130,195005,4,2130
1297831,35.25,-99.55,35.32,-99.5,195005,4,2130,195005,4,2130
1297832,36.57,-99.57,,,195005,4,2145,195005,4,2145
1297921,38.03,-99.12,38.27,-98.92,195005,4,2310,195005,4,2310
1297922,38.27,-98.92,38.45,-98.78,195005,4,2330,195005,4,2330
1297923,39.62,-95.62,39.65,-95.57,195005,5,330,195005,5,330
1297924,39.65,-95.57,39.85,-95.52,195005,5,340,195005,5,340
1297833,36.3,-99.8,,,195005,7,1830,195005,7,1830
1297834,36.0,-97.0,,,195005,7,2300,195005,7,2300
1297835,36.12,-97.83,36.17,-97.78,195005,7,2300,195005,7,2300
1297925,43.38,-97.97,,,195005,8,430,195005,8,430
1297870,29.13,-81.35,,,195005,8,1300,195005,8,1300
1297940,39.35,-98.48,39.47,-98.3,195005,8,1830,195005,8,1830
1297941,39.57,-98.3,39.63,-98.2,195005,8,1900,195005,8,1900
1297927,41.03,-95.27,41.02,-95.22,195005,8,1920,195005,8,1920
1297947,39.23,-98.95,39.23,-98.58,195005,8,1930,195005,8,1930
1297964,39.4,-97.65,,,195005,8,2117,195005,8,2117
1297968,39.72,-97.77,,,195005,8,2130,195005,8,2130
1297804,40.38,-95.8,40.28,-95.68,195005,8,2210,195005,8,2210
1297969,39.2,-96.58,,,195005,9,1,195005,9,1
1297836,34.77,-96.83,,,195005,9,2020,195005,9,2020
1297943,41.18,-110.42,,,195005,10,1300,195005,10,1300
1297837,36.82,-100.52,,,195005,11,1830,195005,11,1830
1297890,35.75,-77.42,,,195005,12,1400,195005,12,1400
1297891,35.73,-78.4,,,195005,12,1700,195005,12,1700
1297892,35.73,-78.4,,,195005,12,1700,195005,12,1700
1297990,31.15,-91.95,,,195005,13,1130,195005,13,1130
1297820,29.53,-95.45,,,195005,14,1600,195005,14,1600
1297893,35.3,-79.8,35.33,-79.75,195005,14,1700,195005,14,1700
1297894,35.0,-80.68,,,195005,14,1730,195005,14,1730
1297821,29.78,-98.83,29.67,-98.57,195005,15,1,195005,15,1
1297871,28.58,-81.37,,,195005,15,1100,195005,15,1100
1297872,28.5,-81.37,,,195005,15,1100,195005,15,1100
1297970,37.55,-98.42,,,195005,16,1800,195005,16,1800
1297838,35.82,-99.12,35.87,-99.0,195005,16,1930,195005,16,1930
1297805,40.22,-100.63,,,195005,18,1515,195005,18,1515
1297971,39.85,-98.3,,,195005,18,1900,195005,18,1900
1297972,38.12,-96.82,38.33,-96.82,195005,18,1900,195005,18,1900
1297973,37.82,-96.85,,,195005,19,130,195005,19,130
1297839,35.67,-99.23,,,195005,22,1239,195005,22,1239
1297974,39.75,-99.32,,,195005,23,1800,195005,23,1800
1297975,37.27,-99.48,37.28,-99.42,195005,24,1330,195005,24,1330
1297976,39.38,-96.97,39.45,-96.78,195005,24,1730,195005,24,1730
1297840,36.45,-99.03,,,195005,24,2130,195005,24,2130
1297928,32.67,-101.88,32.65,-101.85,195005,25,1630,195005,25,1630
1297841,36.38,-95.27,,,195005,29,1448,195005,29,1448
1297929,33.35,-96.92,33.3,-96.92,195005,29,1700,195005,29,1700
1297991,32.1,-93.9,,,195005,29,2300,195005,29,2300
1297992,31.67,-93.7,,,195005,29,2300,195005,29,2300
1297993,34.75,-84.92,,,195005,30,1400,195005,30,1400
1297895,35.42,-77.25,,,195005,31,1530,195005,31,1530
1297864,33.08,-89.58,,,195006,3,100,195006,3,100
1297994,33.68,-84.93,,,195006,4,600,195006,4,600
1297995,33.85,-84.25,33.85,-84.2,195006,4,800,195006,4,800
1297930,30.18,-96.4,30.02,-96.05,195006,5,1555,195006,5,1555
1297931,29.9,-96.4,29.72,-96.07,195006,5,1600,195006,5,1600
1297944,43.08,-104.5,,,195006,7,1530,195006,7,1530
1297996,33.03,-84.15,,,195006,7,1730,195006,7,1730
1297977,38.33,-97.93,38.33,-97.92,195006,8,2010,195006,8,2010
1297978,38.33,-97.92,38.33,-97.6,195006,8,2015,195006,8,2015
1297856,38.0,-92.22,38.02,-92.17,195006,9,1300,195006,9,1300
1297842,36.8,-97.25,,,195006,9,1825,195006,9,1825
1297953,41.95,-89.77,,,195006,13,300,195006,13,300
1297938,46.8,-97.92,,,195006,13,1105,195006,13,1105
1297806,42.6,-97.88,42.65,-97.82,195006,13,1730,195006,13,1730
1297945,44.13,-104.18,,,195006,14,1600,195006,14,1600
1297939,48.92,-103.77,48.78,-103.28,195006,14,1700,195006,14,1700
1297857,39.7,-92.07,,,195006,15,100,195006,15,100
1297868,46.58,-96.33,46.52,-96.33,195006,15,1642,195006,15,1642
1297933,41.98,-93.6,41.97,-93.48,195006,15,2000,195006,15,2000
1298000,38.28,-101.28,38.7,-101.13,195006,16,1530,195006,16,1530
1297932,36.08,-102.53,36.08,-102.25,195006,19,2040,195006,19,2040
1297794,40.18,-98.03,40.2,-97.98,195006,22,2100,195006,22,2100
1298001,37.77,-97.47,,,195006,25,1845,195006,25,1845
1298009,45.42,-91.0,,,195006,25,1920,195006,25,1920
1298010,45.57,-90.3,45.57,-90.12,195006,25,2030,195006,25,2030
1298002,39.5,-99.62,,,195006,25,2100,195006,25,2100
1298011,44.83,-90.35,44.92,-90.32,195006,25,2100,195006,25,2100
1298012,45.58,-89.58,45.67,-89.33,195006,25,2100,195006,25,2100
1298013,44.92,-90.32,44.97,-90.28,195006,25,2110,195006,25,2110
1298014,43.95,-88.95,43.97,-88.93,195006,25,2330,195006,25,2330
1298003,39.3,-96.92,,,195007,1,1200,195007,1,1200
1298004,38.7,-97.08,,,195007,1,1200,195007,1,1200
1297934,42.45,-91.92,,,195007,1,2000,195007,1,2000
1297960,38.47,-100.88,,,195007,2,1900,195007,2,1900
1297899,41.65,-86.3,,,195007,3,1820,195007,3,1820
1297798,40.58,-75.7,40.65,-75.47,195007,5,1800,195007,5,1800
1297799,40.6,-76.75,,,195007,5,1830,195007,5,1830
1297961,39.82,-96.8,,,195007,8,2245,195007,8,2245
1297859,35.28,-103.52,35.33,-103.48,195007,11,1700,195007,11,1700
1297884,41.57,-72.57,,,195007,12,1600,195007,12,1600
1297952,41.27,-73.5,,,195007,14,630,195007,14,630
1297807,41.8,-96.6,41.73,-96.42,195007,15,1730,195007,15,1730
1297954,41.08,-88.43,,,195007,16,2215,195007,16,2215
1297962,37.68,-95.52,,,195007,18,1630,195007,18,1630
1297904,40.22,-87.15,40.18,-87.07,195007,19,1430,195007,19,1430
1297936,40.8,-84.62,40.82,-84.58,195007,19,1515,195007,19,1515
1297937,40.72,-84.08,40.83,-83.97,195007,19,1515,195007,19,1515
1297858,38.42,-92.77,,,195007,19,1600,195007,19,1600
1297905,41.07,-85.08,41.08,-85.08,195007,19,1745,195007,19,1745
1297901,40.52,-104.57,,,195007,22,1507,195007,22,1507
1297800,41.63,-79.68,,,195007,24,1440,195007,24,1440
1297896,35.53,-77.4,,,195007,26,1530,195007,26,1530
1297897,35.4,-80.57,,,195007,27,1620,195007,27,1620
1297860,34.12,-107.23,34.02,-107.3,195008,2,1230,195008,2,1230
1297902,40.73,-102.55,40.72,-102.52,195008,5,1730,195008,5,1730
1297903,40.7,-102.5,40.68,-102.47,195008,5,1735,195008,5,1735
1297963,39.93,-101.0,,,195008,6,1500,195008,6,1500
1297965,37.97,-100.77,,,195008,6,1800,195008,6,1800
1297966,39.13,-100.63,39.12,-100.47,195008,6,1830,195008,6,1830
1297861,37.13,-93.38,,,195008,8,100,195008,8,100
1297951,39.28,-81.38,,,195008,9,1655,195008,9,1655
1297873,39.33,-75.87,,,195008,11,1700,195008,11,1700
1297875,34.4,-91.43,34.43,-91.38,195008,24,345,195008,24,345
1297967,37.47,-100.82,37.42,-100.7,195008,28,1450,195008,28,1450
1297801,40.22,-75.0,,,195008,29,1600,195008,29,1600
1297887,29.73,-84.98,,,195008,30,1600,195008,30,1600
1297888,30.8,-85.2,,,195008,31,2,195008,31,2
1297795,35.0,-96.25,35.07,-96.17,195009,15,1745,195009,15,1745
1297796,34.83,-95.85,,,195009,16,130,195009,16,130
1297808,40.72,-96.82,40.72,-96.38,195009,21,1730,195009,21,1730
1297797,36.73,-102.52,36.88,-102.3,195010,1,2100,195010,1,2100
1297898,34.17,-78.6,,,195010,9,215,195010,9,215
1297802,40.2,-76.12,40.27,-76.07,195011,4,1700,195011,4,1700
1297803,40.27,-76.07,40.4,-75.93,195011,4,1730,195011,4,1730
1297881,37.37,-87.2,,,195011,20,220,195011,20,220
1297882,38.2,-84.5,,,195011,20,400,195011,20,400
1297889,32.42,-89.13,,,195011,20,730,195011,20,730
1297955,38.97,-90.05,39.0,-89.92,195012,2,1500,195012,2,1500
1297956,39.0,-89.92,39.07,-89.72,195012,2,1515,195012,2,1515
1297957,38.75,-89.67,38.8,-89.6,195012,2,1600,195012,2,1600
1297958,38.8,-89.6,38.9,-89.38,195012,2,1600,195012,2,1600
1297876,36.12,-91.83,36.18,-91.72,195012,2,1625,195012,2,1625
1297959,38.17,-89.78,38.22,-89.62,195012,2,1730,195012,2,1730
1298237,31.3,-92.47,31.43,-92.43,195101,6,1730,195101,6,1730
1298241,31.43,-92.43,31.53,-92.4,195101,6,1740,195101,6,1740
1298116,37.37,-122.12,37.42,-122.03,195101,11,1025,195101,11,1025
1298206,37.37,-78.78,,,195102,1,1300,195102,1,1300
1298242,30.5,-92.0,,,195102,6,1550,195102,6,1550
1298243,30.48,-90.42,30.53,-90.37,195102,6,1700,195102,6,1700
1298024,35.27,-98.18,35.37,-98.13,195102,19,1830,195102,19,1830
1298039,35.37,-98.13,35.83,-97.83,195102,19,1835,195102,19,1835
1298040,35.15,-97.45,,,195102,19,2200,195102,19,2200
1298136,34.6,-92.02,34.73,-91.7,195102,20,915,195102,20,915
1298137,34.73,-91.7,35.55,-90.4,195102,20,915,195102,20,915
1298128,33.47,-88.48,,,195102,20,1500,195102,20,1500
1298129,33.45,-88.87,,,195102,20,1500,195102,20,1500
1298105,33.67,-87.7,,,195102,20,1600,195102,20,1600
1298103,38.27,-85.05,,,195102,20,1800,195102,20,1800
1298230,39.43,-98.55,39.6,-97.87,195103,2,1600,195103,2,1600
1298231,39.83,-95.72,,,195103,2,2030,195103,2,2030
1298119,27.1,-82.48,,,195103,12,1700,195103,12,1700
1298018,31.37,-95.6,,,195103,28,510,195103,28,510
1298153,39.78,-85.77,39.82,-85.72,195103,29,1830,195103,29,1830
1298026,39.83,-77.23,,,195103,30,1500,195103,30,1500
1298041,35.32,-97.55,35.37,-97.47,195104,5,1320,195104,5,1320
1298042,35.23,-97.72,,,195104,5,1322,195104,5,1322
1298043,36.53,-98.92,36.57,-98.87,195104,5,1645,195104,5,1645
1298160,33.92,-98.45,,,195104,20,1510,195104,20,1510
1298251,37.12,-101.77,,,195104,20,1530,195104,20,1530
1298130,32.07,-89.52,,,195104,21,1200,195104,21,1200
1298244,31.72,-92.25,,,195104,21,1400,195104,21,1400
1298245,32.33,-92.32,,,195104,21,1400,195104,21,1400
1298131,31.68,-89.25,31.8,-89.2,195104,21,1925,195104,21,1925
1298132,31.8,-89.2,32.15,-89.12,195104,21,1940,195104,21,1940
1298044,35.78,-99.0,,,195104,24,1730,195104,24,1730
1298045,34.63,-99.6,,,195104,24,1803,195104,24,1803
1298046,36.75,-97.4,,,195104,24,2100,195104,24,2100
1298252,37.47,-101.52,37.73,-101.1,195104,26,1810,195104,26,1810
1298253,37.17,-101.62,,,195104,26,1815,195104,26,1815
1298047,36.82,-100.53,,,195104,26,1915,195104,26,1915
1298254,37.07,-100.93,,,195104,26,1915,195104,26,1915
1298255,37.08,-101.77,,,195104,26,1930,195104,26,1930
1298048,36.33,-98.2,,,195104,27,1420,195104,27,1420
1298191,41.0,-83.67,41.1,-83.4,195104,28,2055,195104,28,2055
1298025,40.9,-74.6,,,195104,29,1815,195104,29,1815
1298256,37.63,-98.75,37.77,-98.58,195104,30,530,195104,30,530
1298030,41.08,-98.0,,,195104,30,900,195104,30,900
1298049,34.62,-98.08,,,195104,30,2030,195104,30,2030
1298050,35.5,-97.58,,,195104,30,2130,195104,30,2130
1298051,35.43,-97.58,35.5,-97.48,195104,30,2130,195104,30,2130
1298257,37.1,-96.5,,,195104,30,2345,195104,30,2345
1298258,39.03,-95.8,,,195105,2,1930,195105,2,1930
1298259,39.4,-95.4,,,195105,2,2030,195105,2,2030
1298021,42.7,-84.05,42.73,-84.0,195105,3,1335,195105,3,1335
1298020,38.38,-101.55,,,195105,8,1800,195105,8,1800
1298260,39.3,-95.5,39.33,-95.47,195105,9,700,195105,9,700
1298161,33.93,-98.68,33.93,-98.77,195105,9,1700,195105,9,1700
1298016,34.45,-98.32,,,195105,9,1830,195105,9,1830
1298052,34.0,-96.6,34.12,-96.52,195105,9,2020,195105,9,2020
1298053,34.12,-96.52,34.18,-96.47,195105,9,2020,195105,9,2020
1298261,38.78,-95.55,,,195105,9,2100,195105,9,2100
1298027,40.12,-79.12,40.05,-78.98,195105,11,1330,195105,11,1330
1298207,37.55,-76.73,,,195105,11,1500,195105,11,1500
1298031,41.58,-99.93,,,195105,13,1900,195105,13,1900
1298262,39.08,-99.5,,,195105,13,2200,195105,13,2200
1298263,39.37,-101.37,,,195105,14,1730,195105,14,1730
1298054,36.9,-101.9,,,195105,14,1800,195105,14,1800
1298055,36.87,-101.9,,,195105,14,1800,195105,14,1800
1298264,37.0,-101.9,,,195105,14,1830,195105,14,1830
1298265,39.78,-101.33,,,195105,14,1930,195105,14,1930
1298162,34.5,-102.3,,,195105,15,1830,195105,15,1830
1298056,35.2,-99.87,,,195105,16,1000,195105,16,1000
1298145,39.33,-104.62,,,195105,17,1835,195105,17,1835
1298163,33.42,-98.75,,,195105,18,1545,195105,18,1545
1298057,34.78,-98.28,,,195105,18,1730,195105,18,1730
1298058,34.78,-98.27,,,195105,18,1730,195105,18,1730
1298068,34.78,-98.23,,,195105,18,1730,195105,18,1730
1298069,35.33,-99.87,,,195105,19,1915,195105,19,1915
1298070,36.0,-98.95,,,195105,19,1930,195105,19,1930
1298071,35.43,-99.63,,,195105,19,2012,195105,19,2012
1298146,40.98,-102.27,,,195105,20,1400,195105,20,1400
1298147,40.98,-102.27,41.02,-102.15,195105,20,1500,195105,20,1500
1298148,40.98,-102.27,41.05,-102.08,195105,20,1500,195105,20,1500
1298266,37.97,-101.25,,,195105,20,1900,195105,20,1900
1298267,37.9,-101.2,38.02,-101.02,195105,20,1900,195105,20,1900
1298268,39.78,-101.38,,,195105,20,1900,195105,20,1900
1298269,39.03,-96.97,,,195105,21,100,195105,21,100
1298270,37.53,-101.75,,,195105,21,1900,195105,21,1900
1298238,31.83,-81.5,,,195105,23,423,195105,23,423
1298239,31.3,-83.83,31.27,-83.68,195105,23,1530,195105,23,1530
1298164,33.37,-99.9,,,195105,24,1700,195105,24,1700
1298271,39.45,-97.5,,,195105,25,1430,195105,25,1430
1298272,39.27,-97.18,39.32,-97.13,195105,25,1600,195105,25,1600
1298273,39.93,-97.43,,,195105,25,1800,195105,25,1800
1298092,40.4,-95.17,,,195105,25,2100,195105,25,2100
1298120,29.85,-84.68,,,195105,26,930,195105,26,930
1298121,30.18,-82.63,,,195105,26,1230,195105,26,1230
1298032,41.9,-103.5,41.73,-103.18,195105,30,1434,195105,30,1434
1298033,40.47,-101.55,,,195105,30,1820,195105,30,1820
1298274,38.83,-99.27,38.87,-99.32,195105,30,2000,195105,30,2000
1298275,39.4,-97.18,,,195105,30,2250,195105,30,2250
1298276,39.25,-96.58,,,195105,30,2250,195105,30,2250
1298277,39.4,-96.03,,,195105,30,2250,195105,30,2250
1298278,39.47,-95.73,,,195105,30,2250,195105,30,2250
1298279,39.28,-97.02,,,195105,30,2250,195105,30,2250
1298280,39.13,-97.05,39.22,-96.93,195105,30,2250,195105,30,2250
1298281,39.35,-96.45,39.4,-96.32,195105,30,2250,195105,30,2250
1298059,35.77,-101.38,,,195105,31,1600,195105,31,1600
1298165,39.37,-95.4,39.4,-95.35,195105,31,2345,195105,31,2345
1298022,42.75,-84.75,,,195106,1,1800,195106,1,1800
1298166,39.73,-97.98,39.78,-97.78,195106,1,2000,195106,1,2000
1298186,42.07,-92.92,,,195106,1,2115,195106,1,2115
1298090,33.1,-104.8,,,195106,5,1530,195106,5,1530
1298072,36.53,-101.8,,,195106,5,1800,195106,5,1800
1298149,38.73,-103.58,38.77,-103.5,195106,6,1330,195106,6,1330
1298167,37.58,-101.33,,,195106,6,1630,195106,6,1630
1298168,38.88,-99.92,38.93,-99.88,195106,6,1800,195106,6,1800
1298060,35.23,-101.82,,,195106,6,1820,195106,6,1820
1298061,35.62,-101.47,,,195106,6,1850,195106,6,1850
1298169,37.78,-98.87,,,195106,6,1930,195106,6,1930
1298170,37.63,-98.9,37.65,-98.73,195106,6,1930,195106,6,1930
1298171,37.52,-98.82,,,195106,6,1930,195106,6,1930
1298172,37.77,-98.57,,,195106,6,1930,195106,6,1930
1298173,37.58,-101.37,37.03,-100.93,195106,6,1930,195106,6,1930
1298174,39.18,-99.03,,,195106,6,2000,195106,6,2000
1298062,35.43,-101.18,35.32,-101.07,195106,6,2006,195106,6,2006
1298063,35.55,-100.97,,,195106,6,2040,195106,6,2040
1298064,34.43,-100.2,34.43,-100.13,195106,6,2050,195106,6,2050
1298073,34.83,-99.47,,,195106,6,2130,195106,6,2130
1298175,37.68,-97.12,,,195106,6,2200,195106,6,2200
1298074,34.7,-97.7,34.73,-97.65,195106,6,2350,195106,6,2350
1298075,34.5,-99.0,,,195106,7,1700,195106,7,1700
1298076,36.45,-95.75,36.48,-95.65,195106,7,1815,195106,7,1815
1298077,35.57,-95.27,,,195106,7,2255,195106,7,2255
1298106,34.97,-86.43,,,195106,8,900,195106,8,900
1298176,38.42,-95.62,,,195106,8,1330,195106,8,1330
1298177,38.88,-95.35,,,195106,8,1700,195106,8,1700
1298093,37.93,-91.88,,,195106,8,1745,195106,8,1745
1298078,35.38,-98.8,35.33,-98.62,195106,8,1830,195106,8,1830
1298079,36.67,-97.33,,,195106,8,1914,195106,8,1914
1298080,34.37,-98.72,,,195106,8,1915,195106,8,1915
1298133,32.9,-90.72,,,195106,9,530,195106,9,530
1298140,36.0,-78.33,36.03,-78.28,195106,9,1700,195106,9,1700
1298208,37.55,-77.48,37.6,-77.43,195106,13,1505,195106,13,1505
1298141,34.4,-77.53,,,195106,13,1530,195106,13,1530
1298202,46.77,-100.45,,,195106,14,1130,195106,14,1130
1298150,39.0,-104.25,,,195106,14,2100,195106,14,2100
1298178,39.07,-95.82,,,195106,15,1915,195106,15,1915
1298065,32.45,-100.02,32.45,-99.93,195106,15,2220,195106,15,2220
1298066,32.45,-97.42,32.45,-97.17,195106,16,30,195106,16,30
1298179,38.0,-101.78,,,195106,17,1500,195106,17,1500
1298019,39.07,-100.23,,,195106,17,2200,195106,17,2200
1298180,39.07,-100.3,,,195106,17,2230,195106,17,2230
1298181,38.62,-95.08,,,195106,17,2300,195106,17,2300
1298151,38.15,-103.97,38.18,-103.42,195106,18,1800,195106,18,1800
1298187,43.38,-96.25,,,195106,19,1600,195106,19,1600
1298098,44.88,-94.37,45.2,-93.38,195106,19,1730,195106,19,1730
1298034,42.95,-103.88,42.98,-103.78,195106,19,1745,195106,19,1745
1298182,37.1,-99.1,,,195106,19,1800,195106,19,1800
1298099,45.2,-93.38,45.22,-93.35,195106,19,1900,195106,19,1900
1298282,43.62,-88.5,,,195106,19,2050,195106,19,2050
1298183,39.28,-100.95,,,195106,20,2200,195106,20,2200
1298184,38.47,-101.37,38.48,-100.47,195106,20,2200,195106,20,2200
1298081,36.3,-98.18,,,195106,20,2320,195106,20,2320
1298185,39.37,-98.88,39.4,-98.47,195106,21,100,195106,21,100
1298082,36.63,-102.78,36.67,-102.72,195106,21,1700,195106,21,1700
1298154,41.12,-86.48,41.12,-86.42,195106,21,1950,195106,21,1950
1298155,41.12,-86.42,41.12,-86.35,195106,21,2000,195106,21,2000
1298194,38.53,-99.32,,,195106,21,2300,195106,21,2300
1298195,37.83,-96.3,,,195106,22,200,195106,22,200
1298192,41.42,-81.85,,,195106,22,1530,195106,22,1530
1298196,37.12,-101.62,,,195106,23,2200,195106,23,2200
1298197,37.18,-101.35,,,195106,23,2200,195106,23,2200
1298144,33.32,-81.13,,,195106,24,1400,195106,24,1400
1298100,43.57,-94.77,43.6,-94.48,195106,25,1500,195106,25,1500
1298035,41.1,-103.05,41.22,-102.92,195106,25,1530,195106,25,1530
1298188,43.22,-93.8,,,195106,25,1707,195106,25,1707
1298152,40.85,-102.5,40.58,-102.33,195106,25,1745,195106,25,1745
1298205,39.13,-81.7,39.13,-81.7,195106,26,1445,195106,26,1445
1298023,43.67,-84.33,,,195106,26,1800,195106,26,1800
1298198,39.03,-99.88,,,195106,27,10,195106,27,10
1298199,38.87,-99.37,,,195106,27,100,195106,27,100
1298193,39.5,-84.58,39.53,-84.5,195106,27,600,195106,27,600
1298209,37.12,-76.53,,,195106,27,1500,195106,27,1500
1298212,39.95,-89.17,39.95,-88.98,195106,27,1930,195106,27,1930
1298213,40.27,-89.47,40.27,-89.12,195106,27,2045,195106,27,2045
1298028,40.58,-79.25,40.87,-79.18,195106,27,2204,195106,27,2204
1298067,34.18,-102.12,,,195107,2,15,195107,2,15
1298283,43.48,-90.23,,,195107,3,2000,195107,3,2000
1298094,37.15,-94.47,,,195107,4,100,195107,4,100
1298200,37.58,-99.6,,,195107,4,2100,195107,4,2100
1298142,33.92,-78.23,,,195107,6,1100,195107,6,1100
